ufa_player_id,norm_name,club,n_evidence,evidence
nboddy,nate boddy,,1,jersey:8
nboucher,nick boucher,,3,city:ottawa jersey:89 years:1
nbridges,nathan bridges,,1,years:1
nbuchholz,nathan buchholz,,3,city:colorado jersey:81 years:3
nbush,noah bush,,2,jersey:95 years:1
nceluch,noah celuch,,3,city:pittsburgh jersey:5 years:5
nchambers,noah chambers,,3,city:austin;dallas jersey:26 years:4
nchampoux,nathan champoux,,2,jersey:42 years:1
ncoolman,noah coolman,,3,city:colorado;seattle jersey:59 years:5
ndahms,nicholas dahms,,2,jersey:14 years:2
ndanduran,nathan dandurand,,1,years:1
ndemorgan,nathan de morgan,,3,city:salt lake jersey:31 years:2
ndigiorgi,nicholas digiorgio,,3,city:philadelphia jersey:45;81 years:6
nfurrh,noah furrh,,2,city:houston years:1
ngonder,nathan gonder,,2,jersey:15 years:1
nhanson,noah hanson,,2,jersey:4 years:5
nhirst,nathan hirst,,2,city:toronto jersey:27
nho,nam ho,,3,city:toronto jersey:28 years:1
nhsieh,nathan hsieh,,2,city:toronto years:3
nhuff,nathan huff,,3,city:salt lake jersey:1 years:4
njohnson,nathan johnson,,1,years:1
nkirchhof,nate kirchhofer,,2,jersey:37 years:1
nlake,nico lake,,3,city:chicago jersey:6 years:1
nleitmann,nicolas leitmann-niimi,,2,jersey:33 years:1
nlemarois,nathanael le marois,,3,city:montreal jersey:55 years:1
nlhamo,nima lhamo,,2,city:new york years:1
nlittle,nate little,,3,city:philadelphia jersey:25 years:5
nlong,nate long,,2,city:philadelphia years:4
nlongo,nick longo,,3,city:chicago jersey:72 years:2
nloughran,nick loughran,,3,city:austin;indianapolis jersey:20;70 years:4
nlyle,nathan lyle,,1,years:2
nmahan,nick mahan,,1,city:seattle
nmbaevoge,nasser mbae vogel,,3,city:new york jersey:32 years:1
nmccloske,nolan mccloskey,,3,city:philadelphia jersey:66 years:1
nminfink,nanda min-fink,,3,city:colorado jersey:46 years:3
nmock,nash mock,,3,city:austin jersey:13 years:2
nnicol,noah nicol,,3,city:madison jersey:28 years:5
nnishizak,noah nishizaki,,2,city:toronto years:1
npatel,nick patel,dig,2,city:boston years:1
npetersen,noah petersen,,3,city:madison jersey:38 years:2
nploeger,nathan ploeger,,2,jersey:3 years:5
npollack,noah pollack,,2,city:madison years:1
npowell,noah powell,,3,city:austin;houston jersey:24 years:5
nprior,nathan prior,,2,jersey:43 years:1
nranabhat,nico ranabhat,,3,city:madison jersey:19 years:6
nsaul,noah saul,,3,city:raleigh jersey:24 years:2
nsawyer,noah sawyer,,1,years:1
nschmalen,nolan schmalenberger,,3,city:san diego jersey:6 years:1
nsharma,nirek sharma,,1,jersey:55
nstoppel,nolan stoppel,,3,city:seattle jersey:42 years:1
nstuart1,nayland stuart,,2,jersey:25 years:1
nsullivan,noah sullivan,,1,years:1
nto,noriaki to,,3,city:new york jersey:27 years:5
ntolfa,nick tolfa,,2,jersey:15 years:1
nwahl,noah wahl,,2,city:indianapolis years:4
oarmstron,oakley armstrong,,3,city:dallas jersey:44 years:5
oartus,oliver artus,,3,city:san diego jersey:52 years:3
obastien,olivier bastien,,1,city:montreal
obinnun,oren binnun,,2,city:toronto years:2
obrown,oscar brown,,3,city:salt lake jersey:11 years:3
ocable,orion cable,,3,city:boston jersey:27 years:6
ochartock,oliver chartock,,3,city:new york jersey:13 years:5
ocordes,owen cordes,,2,city:boston years:2
ocunningh,oliver cunningham,,2,jersey:52 years:1
oedwards,owen edwards,,1,years:1
oerdman,owen erdman,,2,city:philadelphia years:1
ofeder,oliver feder,,2,city:austin;new york years:3
ogamache,olivier gamache,,2,city:montreal years:1
ograff,oscar graff,,3,city:boston jersey:13;7 years:5
oheh,owen heh,,2,jersey:19 years:2
ohines,ocean hines,,2,city:seattle years:2
oimpas,orlando impas,,3,city:oregon jersey:1 years:2
ojohnson,owen johnson,,3,city:austin;dallas jersey:21 years:3
okohut,oscar kohut,,3,city:new york jersey:2 years:2
opoissant,owen poissant,,1,years:1
ostonehou,oscar stonehouse,,3,city:toronto jersey:8 years:1
ostout,owen stout,,2,jersey:85 years:1
osuelflow,owen suelflow,,2,jersey:77 years:1
owatt,owen watt,,3,city:pittsburgh jersey:22 years:1
owilliams1,otis williams,,2,city:seattle years:1
owoodward,owen woodward,,2,city:indianapolis years:2
papplegat,paige applegate,,2,jersey:7 years:1
parters,paul arters,,2,city:chicago years:4
pbeckett,patrick beckett,,3,city:austin jersey:42 years:1
pbisson,philippe bisson,,2,city:montreal jersey:3
pboerth,peter boerth,,3,city:boston jersey:11 years:4
pbray,parker bray,,3,city:atlanta jersey:7 years:3
pbuermeye,patrick buermeyer,,2,jersey:62 years:1
pburt1,peter burt,,2,city:philadelphia years:1
pcauchy,peter cauchy,,2,city:philadelphia years:1
pgagnon,philippe gagnon,,1,years:1
pgeertzla,peter geertz-larson,,2,city:seattle years:2
pgraffy,peter graffy,,3,city:chicago jersey:26 years:1
phooley,paul hooley,,2,city:montreal years:5
phoward,parker howard,,2,city:seattle years:1
pjanas,pawel janas,,3,city:chicago jersey:55 years:6
pjoyce,phillip joyce,,2,jersey:0;12 years:4
pkorolog,phillip korolog,,3,city:seattle jersey:39 years:2
pkotz,peter kotz,,3,city:boston jersey:15 years:2
pkrenik,paul krenik,,2,jersey:23 years:6
plally,paul lally,,2,jersey:27 years:3
plaurie,payton laurie,,2,jersey:12 years:1
plebourda,philippe le bourdais,,3,city:montreal jersey:30 years:2
plenz,peter lenz,,3,city:san diego;seattle jersey:11;21 years:4
pmans,peter mans,,2,jersey:13 years:4
pmcmullen,patrick mcmullen,,3,city:pittsburgh jersey:9 years:1
pmensah,paul mensah,,2,city:ottawa;toronto jersey:3
powens,paul owens,,3,city:philadelphia jersey:88 years:6
poyler,porter oyler,,3,city:salt lake jersey:17 years:5
ppierce,player pierce,,3,city:atlanta jersey:4 years:3
preimers,pablo reimers,,1,city:boston
prenaud,paul renaud,,3,city:ottawa jersey:20 years:1
psamuels,phillip samuels,,1,years:1
pshering,pavel shering,,2,jersey:27 years:1
pstarkel,paul starkel,,3,city:austin jersey:32 years:2
pstobbe,porter stobbe,,2,city:salt lake years:2
pxu,patrick xu,,1,years:2
qbonnaud,quentin bonnaud,,3,city:montreal jersey:44 years:2
qbuermeye,quinn buermeyer,,3,city:portland jersey:62 years:4
qfiner,quinn finer,,3,city:colorado jersey:88 years:5
qsnider,quinn snider,,2,jersey:98 years:4
radkins,raekwon adkins,,3,city:oakland jersey:26 years:4
ralin,rainor alin,,3,city:salt lake jersey:5 years:1
rallenson,ryan allenson,,1,years:1
ralongi,robert alongi,,2,jersey:19 years:2
rbacon,reid bacon,,3,city:austin jersey:14 years:2
rbarker,ross barker,,3,city:chicago jersey:25 years:2
rbergeron,rhys bergeron,,2,jersey:21 years:5
rbowman,reese bowman,,2,city:austin years:6
rbrinn,reno brinn,,2,city:chicago jersey:17
rbrowning,reed browning,,3,city:boston;salt lake jersey:33 years:2
rbuckingh,ryan buckingham,,3,city:dallas jersey:35 years:1
rcarvalho,rui carvalho,,2,city:toronto years:3
rcastro,rafael castro,,2,jersey:1;2 years:1
rchard,ryan chard,,3,city:tampa bay jersey:75 years:1
rdrost,ryan drost,,3,city:new york jersey:80 years:6
rduncan,reid duncan,,3,city:pittsburgh jersey:0 years:5
rdunkerle,roan dunkerley,,3,city:boston jersey:66 years:3
rdusaire,ryan dusaire,,2,jersey:11 years:1
rfennig,robyn fennig,,2,jersey:49 years:1
rflamberg,ryan flamberg,,1,years:1
rflick,ryan flick,,3,city:atlanta jersey:15 years:3
rgouldrod,rodrigo gould rodriguez,,2,jersey:10 years:2
rgretsch,rhys gretsch,,2,jersey:81 years:3
rgross,rick gross,,3,city:indianapolis jersey:2 years:3
rgrundy,royce grundy,,1,years:1
rhausmann,robert hausmann,,3,city:austin jersey:10 years:4
rhiser,ryan hiser,,3,city:tampa bay jersey:7 years:2
rholmes,ryan holmes,,2,jersey:23 years:2
rhuang,ridge huang,,3,city:oakland jersey:21 years:1
rishaque,raheem ishaque,,2,jersey:42 years:1
rjamieson,rowan jamieson,,1,years:2
rjimenez,rudy jimenez,,2,jersey:45 years:1
rjones,robert jones,,1,years:1
rkamrat,raina kamrat,,2,jersey:89 years:1
rkindell,ryan kindell,,3,city:pittsburgh jersey:29 years:4
rkirkpatr,ricky kirkpatrick,,2,jersey:3 years:1
rlacy,ryan lacy,,2,jersey:36 years:1
rlalondel,raphael lalonde-landry,,3,city:montreal jersey:23 years:4
rliao,ryan liao,,2,city:seattle years:2
rlu,raymond lu,,2,jersey:16 years:1
rmaillard,robin maillard,,2,city:pittsburgh years:2
rmartin,reid martin,,3,city:chicago jersey:13;20 years:4
rmartin1,ryan martin,,2,jersey:16 years:1
rmast,rachel mast,,1,years:1
rmauntel,ray mauntel,,3,city:chicago jersey:2 years:2
rmcdevitt,rees mcdevitt,,2,jersey:34 years:3
rmenon,rudra menon,,1,years:1
rntende,ryan ntende,,2,jersey:20 years:2
rojo,remi ojo,,2,city:toronto jersey:12
rorloff,rory orloff,,1,years:2
